"code","country","year","htflowsunodc","mediafreedom","prostitutionlaw","prostitutionbrothel","englishspeaking","frenchspeaking","spanishspeaking","portuguesespeaking","germanspeaking","protestantpopulation","muslimpopulation","catholic2","britishlegal","socialistlegal","frenchlegal","germanlegal","scandinavianlegal","visaonothers","visaatborder2onothers","urbanization","trade_gdp","alq_m","literacy","alq_f","alq_agri","mort_5","democracy","reg_west_europe","reg_east_asia","reg_europe","reg_latam","reg_mideast","reg_sasia","reg_ssa","inc_low","inc_low_mid","pop_ln","gdp_pc_const_ppp_ln","stockmigrants1990_ln","tourism_in_ln","ruleWB_m","prosecution_m","protection_m","prevention_m","execrlc_right_m","id","_mi_id","_mi_miss","_st","_d","_t","_t0","_mi_m"
"ADO","Andorra",1995,NA,21.0219917297363,NA,NA,0,0,1,0,0,24.2498397827148,52.1227416992188,24.6610050201416,0,0,1,0,0,132,132,93.6999969482422,75.4278411865234,16.5737380981445,46.2508506774902,19.2288208007812,-5.64363718032837,6.40000009536743,1,1,0,0,0,0,0,0,0,0,14.4267358779907,9.65532207489014,6.05748701095581,13.9937562942505,1.52053356170654,3.22769999504089,2.80383443832397,3.77774882316589,0.256470829248428,2,2,NA,1,1,2,0,4
"AFG","Afghanistan",1995,0,90,0,0,0,0,0,0,0,0,99,0,0,0,1,0,0,192,192,19.7999992370605,70.4295883178711,4.55657339096069,170.610763549805,5.50229406356812,45.9121932983398,235.300003051758,0,0,0,0,0,0,1,0,1,0,16.8489971160889,6.31801605224609,4.05525732040405,10.0126800537109,-1.70624375343323,2.33333325386047,2.16666674613953,2.66666674613953,0,3,3,NA,1,1,3,0,4
"AGO","Angola",1995,0,68,0,0,0,0,0,1,0,14.6800003051758,0,68.6999969482422,0,0,1,0,0,191,191,44,28.8289394378662,6.54827690124512,53.52880859375,13.8023242950439,30.4482975006104,248.100006103516,0,0,0,0,0,0,0,1,0,1,16.3443641662598,7.67166614532471,3.51154541969299,9.10497951507568,-1.57386755943298,2,2.66666674613953,3.16666674613953,0,4,4,NA,1,1,4,0,4
"ALB","Albania",1995,3,67,0,0,0,0,0,0,0,0,69.9100036621094,0,0,0,1,0,0,182,142,38.9000015258789,46.9874229431152,0.395923912525177,227.369338989258,4.86301422119141,68.4000015258789,37.7000007629395,1,0,0,1,0,0,0,0,0,0,14.9577436447144,8.19037628173828,4.18965482711792,12.6247825622559,-1.2143087387085,5,3.16666674613953,3.5,0.5,5,5,NA,1,1,5,0,4
"ANT","Netherlands Antilles",1995,NA,28.4929313659668,NA,NA,0,1,0,0,0,9.94085788726807,79.368278503418,-18.3398132324219,0,0,0,0,0,87.6653289794922,28.8815116882324,88,104.717163085938,6.87534523010254,301.4931640625,17.2617435455322,13.6576986312866,-59.1226387023926,1,1,0,0,0,0,0,0,0,0,12.158257484436,10.4259595870972,5.72994136810303,13.5437021255493,1.7842401266098,4,3,3,0.620684385299683,6,6,NA,1,1,6,0,4
"ARE","United Arab Emirates",1995,4,76,0,0,0,0,0,0,0,96.0299987792969,0,0.400000005960464,0,0,1,0,0,187,155,78.4000015258789,131.988494873047,1.72963809967041,-207.182815551758,2.35260105133057,8,13.6999998092651,0,1,0,0,0,0,0,0,0,0,14.7040328979492,10.7400407791138,7.19315958023071,14.6549205780029,0.905699372291565,3.5,2,3.66666674613953,0,7,7,NA,1,1,7,0,4
"ARG","Argentina",1995,3,29,0,0,0,0,1,0,0,7.51000022888184,1.49000000953674,91.5999984741211,0,0,1,0,0,124,124,88.6999969482422,19.7241134643555,16.5,63.6590690612793,22.3000030517578,0.600000023841858,25.1000003814697,1,0,0,0,1,0,0,0,0,0,17.364315032959,9.17123031616211,7.40847015380859,14.6436252593994,0.0771028846502304,3.33333325386047,3.5,3,1,8,8,NA,1,1,8,0,4
"ARM","Armenia",1995,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179,4,66.3000030517578,86.1148529052734,-1.99829041957855,233.824691772461,4.62989902496338,38.4920692443848,48.4000015258789,1,0,0,1,0,0,0,0,0,1,14.9858751296997,7.44139051437378,6.49041986465454,9.39266204833984,-0.453134626150131,4.66666650772095,2.66666674613953,3,0,9,9,NA,1,1,9,0,4
"ASM","American Samoa",1995,NA,51.6269721984863,NA,NA,0,0,0,0,0,-33.0769653320312,27.6170711517334,68.0604095458984,1,0,1,0,0,192,192,85.3000030517578,23.0144119262695,-4.42932224273682,37.4241600036621,-0.966460824012756,44.9727630615234,100.226501464844,0,0,1,0,0,0,0,0,0,0,15.0116634368896,7.1413631439209,7.54651498794556,10.4341154098511,-1.54960954189301,4.58507919311523,2.32887530326843,2.23677945137024,0.23862162232399,10,10,NA,1,1,10,0,4
"ATG","Antigua and Barbuda",1995,NA,35,0,0,1,0,0,0,0,42.25,0,10.1999998092651,1,0,0,0,0,105,105,34,180.896347045898,12.7094888687134,-61.4921607971191,9.40561485290527,20.3943881988525,26.2999992370605,1,0,0,0,1,0,0,0,0,0,11.1295833587646,9.45425605773926,2.4849066734314,12.3013830184937,0.994625866413116,2,2,3,0.132294878363609,11,11,NA,1,1,11,0,4
"AUS","Australia",1995,4,7,1,1,1,0,0,0,0,11.0600004196167,0,29.6000003814697,1,0,0,0,0,161,161,86.0999984741211,37.2158012390137,8.82086753845215,-10.5394630432129,8.0592679977417,5,7.09999990463257,1,1,0,0,0,0,0,0,0,0,16.7098751068115,10.1475172042847,8.18350887298584,15.1308460235596,1.7810446023941,5,4.5,4.83333349227905,0,12,12,NA,1,1,12,0,4
"AUT","Austria",1995,4,18,1,0,0,0,0,0,1,5.32000017166138,0,88.8000030517578,0,0,0,1,0,132,132,65.8000030517578,70.6940841674805,3.13649082183838,48.5080528259277,4.34527826309204,7.40000009536743,6.90000009536743,1,1,0,0,0,0,0,0,0,0,15.8890686035156,10.2241888046265,6.67607545852661,16.6588497161865,1.86340665817261,5,4.5,4.5,0,13,13,NA,1,1,13,0,4
"AZE","Azerbaijan",1995,0,69,0,0,0,0,0,0,0,0,93.4199981689453,0,0,0,1,0,0,182,181,52.2000007629395,69.410888671875,13.0109367370605,156.561004638672,26.2117576599121,30.7999992370605,93.4000015258789,0,0,0,1,0,0,0,0,0,0,15.8547811508179,7.52499008178711,5.88776922225952,10.4371776580811,-1.01244223117828,4.66666650772095,1.66666662693024,2.66666674613953,0,14,14,NA,1,1,14,0,4
"BDI","Burundi",1995,1,88,0,0,0,1,0,0,0,0,0,78.3000030517578,0,0,1,0,0,191,191,7.19999980926514,40.2046279907227,16.4165782928467,-16.9347991943359,18.282657623291,45.0330543518066,183.899993896484,1,0,0,0,0,0,0,1,1,0,15.6347198486328,5.97284746170044,5.80844259262085,10.4341154098511,-1.40351498126984,2.33333325386047,2.5,2.66666674613953,0,15,15,NA,1,1,15,0,4
"BEL","Belgium",1995,5,7,1,0,0,0,0,0,0,0,0,90,0,0,1,0,0,132,132,96.8000030517578,126.951469421387,7.31030082702637,71.5227432250977,12.2169771194458,2.70000004768372,7.69999980926514,1,1,0,0,0,0,0,0,0,0,16.1316833496094,10.1917400360107,6.79290533065796,15.5311088562012,1.3021137714386,5,5,4.33333349227905,1,16,16,NA,1,1,16,0,4
"BEN","Benin",1995,3,31,1,0,0,1,0,0,0,0,12.0299997329712,18.5,0,0,1,0,0,167,167,36.7999992370605,53.2018241882324,1.29543578624725,94.2039947509766,2.25843262672424,56.3937911987305,161.5,1,0,0,0,0,0,0,1,1,0,15.560055732727,7.04472875595093,4.33336162567139,11.8350086212158,-0.132250398397446,2.83333325386047,3.33333325386047,3.5,0,17,17,NA,1,1,17,0,4
"BFA","Burkina Faso",1995,3,37,1,0,0,1,0,0,0,0,50,9,0,0,1,0,0,175,175,15.1000003814697,40.7474708557129,11.9554376602173,31.4076347351074,13.5874309539795,39.133731842041,200.300003051758,0,0,0,0,0,0,0,1,1,0,16.1307373046875,6.63206386566162,5.84267473220825,11.7280368804932,-0.68155825138092,3.33333325386047,3.33333325386047,3.5,0.666666686534882,18,18,NA,1,1,18,0,4
"BGD","Bangladesh",1995,2,49,0,0,0,0,0,0,0,0,88.3000030517578,0.200000002980232,1,0,0,0,0,190,19,21.7000007629395,28.2094917297363,14.136269569397,389.729888916016,36.279857635498,55.340217590332,119.099998474121,1,0,0,0,0,0,1,0,1,0,18.6682167053223,6.63486051559448,6.78173828125,11.9576110839844,-0.822312295436859,5,3.16666674613953,3.16666674613953,0,19,19,NA,1,1,19,0,4
"BGR","Bulgaria",1995,3,39,1,0,0,0,0,0,0,0,13.1000003814697,0.5,0,1,0,0,0,147,147,67.8000030517578,101.827156066895,15.5,221.386108398438,15.8000001907349,23.8999996185303,19.3999996185303,1,0,0,1,0,0,0,0,0,0,15.9437417984009,8.83101463317871,3.06805300712585,15.0585117340088,-0.245260998606682,5,3.66666674613953,3.83333325386047,0,20,20,NA,1,1,20,0,4
"BHR","Bahrain",1995,3,57,0,0,0,0,0,0,0,0,81.1600036621094,0.800000011920929,1,0,0,0,0,187,140,88.4000015258789,152.464309692383,8.49401378631592,173.299774169922,20.6607208251953,12.4732885360718,13.5,0,1,0,0,0,0,0,0,0,0,13.2667942047119,9.96263885498047,5.15444707870483,14.1491212844849,0.6266770362854,2.66666674613953,2,2.66666674613953,0,21,21,NA,1,1,21,0,4
"BHS","Bahamas, The",1995,NA,8,0,0,1,0,0,0,0,45.4199981689453,0,25.5,1,0,0,0,0,119,119,81,104.465438842773,9.98986148834229,-132.381088256836,11.7225399017334,4.30000019073486,23.2000007629395,1,1,0,0,0,0,0,0,0,0,12.5469675064087,10.6687145233154,3.29212617874146,14.2842636108398,1.20748937129974,1.79999995231628,1.60000002384186,2.79999995231628,0.5,22,22,NA,1,1,22,0,4
"BIH","Bosnia and Herzegovina",1995,4,72,0,0,0,0,0,0,0,0,42.9700012207031,15,0,1,0,0,0,154,154,41.0999984741211,91.8796081542969,0.450041949748993,362.080017089844,-0.815123796463013,46.4506912231445,21.1000003814697,0,0,0,1,0,0,0,0,0,0,15.0191202163696,7.39993000030518,4.02535152435303,12.7150411605835,-0.644276440143585,4.83333349227905,3.83333325386047,3.83333325386047,0,23,23,NA,1,1,23,0,4
"BLR","Belarus",1995,0,67,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,179,179,67.9000015258789,103.718864440918,5.18195056915283,53.2360916137695,11.0673761367798,7.98906707763672,21.3999996185303,0,0,0,1,0,0,0,0,0,0,16.1373100280762,8.35753631591797,7.13009834289551,11.9891595840454,-0.7574502825737,5,2.5,3,0,24,24,NA,1,1,24,0,4
"BLZ","Belize",1995,2,22,1,0,0,0,0,0,0,27.2700004577637,0,66.8000030517578,1,0,0,0,0,120,120,47.5,97.0890274047852,9.96492671966553,197.582778930664,17.852466583252,27.2000007629395,32.7999992370605,1,0,0,0,1,0,0,0,0,1,12.285346031189,8.48480319976807,3.41444253921509,11.7829523086548,-0.0846152454614639,3.66666674613953,3.66666674613953,2.5,1,25,25,NA,1,1,25,0,4
"BMU","Bermuda",1995,NA,16.5520133972168,NA,NA,1,0,0,0,0,30.1765480041504,-37.9402160644531,44.2090873718262,0,0,0,0,0,127.350761413574,119.258293151855,100,107.384231567383,3.76376700401306,89.5624084472656,12.4808921813965,-9.81658554077148,-3.48199105262756,0,1,0,0,0,0,0,0,0,0,11.0300388336182,10.9232816696167,3.6925060749054,12.8661804199219,1.25757968425751,3.01611685752869,2.17970538139343,1.5741708278656,0.561710715293884,26,26,NA,1,1,26,0,4
"BOL","Bolivia",1995,NA,17,1,0,0,0,1,0,0,9,0,92.5,0,0,1,0,0,140,140,59.4000015258789,49.7379875183105,3.29798316955566,-85.344596862793,3.99728202819824,44.0189399719238,107.199996948242,1,0,0,0,1,0,0,0,0,1,15.8283023834229,8.0678186416626,4.08765554428101,12.5567293167114,-0.283320248126984,4,2,3,0,27,27,NA,1,1,27,0,4
"BRA","Brazil",1995,1,30,1,0,0,0,0,1,0,16.4799995422363,0,87.8000030517578,0,0,1,0,0,140,140,77.8000030517578,16.0318088531494,5.09870529174805,-89.2540588378906,7.18962383270264,26.1000003814697,43.9000015258789,1,0,0,0,1,0,0,0,0,0,18.9012031555176,8.95204544067383,6.68273496627808,14.504147529602,-0.270976454019547,4.33333349227905,3.16666674613953,4.16666650772095,0.833333313465118,28,28,NA,1,1,28,0,4
"BRB","Barbados",1995,NA,19,0,0,1,0,0,0,0,29.9599990844727,0,5.90000009536743,1,0,0,0,0,72,72,34.5,118.217308044434,16.6184978485107,23.2065830230713,22.7138633728027,4.59999990463257,15.6999998092651,1,1,0,0,0,0,0,0,0,0,12.4606761932373,9.2827615737915,3.0633909702301,12.9990653991699,1.16897594928741,2,1.5,2.25,0.833333313465118,29,29,NA,1,1,29,0,4
"BRN","Brunei Darussalam",1995,2,73,0,0,0,0,0,0,0,0,67.2600021362305,3.20000004768372,1,0,0,0,0,157,157,68.5999984741211,115.543960571289,16.6727695465088,143.327407836914,21.3043231964111,-12.5465326309204,8.5,0,1,0,0,0,0,0,0,0,0,12.5946016311646,10.8259763717651,4.29319524765015,14.3288078308105,0.594736814498901,2,2,1.79999995231628,0,30,30,NA,1,1,30,0,4
"BTN","Bhutan",1995,1,7.27364444732666,NA,NA,0,0,0,0,0,43.8017349243164,-26.2413005828857,85.534309387207,1,0,0,0,0,191,191,20.5,85.0502014160156,8.8683032989502,28.8719158172607,7.00924921035767,27.6189994812012,125.199996948242,0,0,0,0,0,0,1,0,0,1,13.1396036148071,7.71154928207397,4.07666778564453,8.51719284057617,0.272471100091934,3.7837507724762,4.34710788726807,3.6260666847229,0,31,31,NA,1,1,31,0,4
"BWA","Botswana",1995,0,28,0,0,0,0,0,0,0,12.8199996948242,0,9.39999961853027,1,0,0,0,0,139,139,49,89.0047225952148,9.01558685302734,39.0658493041992,17.3794231414795,3.03875017166138,77.5,0,0,0,0,0,0,0,1,0,0,14.2536897659302,8.93123149871826,3.31418609619141,13.1635055541992,0.557693660259247,2,2,2.66666674613953,1,32,32,NA,1,1,32,0,4
"CAF","Central African Republic",1995,NA,65,1,0,0,1,0,0,0,25.6399993896484,15.1000003814697,33.0999984741211,0,0,1,0,0,173,173,37.2000007629395,48.0790328979492,16.2562198638916,-42.6832656860352,25.3465976715088,39.081844329834,183.100006103516,1,0,0,0,0,0,0,1,1,0,15.0198364257812,6.63044834136963,4.13836145401001,10.1658515930176,-1.46101832389832,2.20000004768372,1.39999997615814,2.59999990463257,0.333333343267441,33,33,NA,1,1,33,0,4
"CAN","Canada",1995,4,18,1,0,1,1,0,0,0,27.8199996948242,0.939999997615814,46.5999984741211,1,0,0,0,0,149,149,77.6999969482422,71.4560012817383,9.79700374603271,-249.747161865234,9.11610126495361,4.09999990463257,6.90000009536743,1,1,0,0,0,0,0,0,0,0,17.194938659668,10.2320013046265,8.41127681732178,16.6447162628174,1.77580797672272,5,3.16666674613953,4.83333349227905,0.666666686534882,34,34,NA,1,1,34,0,4
"CHE","Switzerland",1995,4,10,1,1,0,1,0,0,1,39.9700012207031,0,52.7999992370605,0,0,0,1,0,119,119,73.5999984741211,66.7365875244141,2.94384050369263,56.642578125,3.83233523368835,4.40000009536743,6.30000019073486,1,1,0,0,0,0,0,0,0,0,15.7672605514526,10.3739442825317,7.22722673416138,15.7536764144897,1.99819147586823,4.33333349227905,4,4,0,35,35,NA,1,1,35,0,4
"CHI","Channel Islands",1995,NA,22.9847049713135,NA,NA,0,0,0,0,0,22.5313053131104,-4.1571044921875,48.3381080627441,0,0,1,0,0,145.839126586914,138.478317260742,30.5,119.009391784668,-0.638563811779022,111.595581054688,-9.31192779541016,51.2017631530762,80.8431243896484,0,1,0,0,0,0,0,0,0,0,11.8775405883789,7.66620922088623,0.592356145381927,9.52956199645996,-0.573145508766174,4.97787570953369,3.18745923042297,3.39968299865723,0.103217557072639,36,36,NA,1,1,36,0,4
"CHL","Chile",1995,1,30,1,0,0,0,1,0,0,12.4300003051758,0,82.0999984741211,0,0,1,0,0,114,114,84.4000015258789,56.4054260253906,4.44106531143188,275.621063232422,5.25887823104858,15.6999998092651,16.3999996185303,1,0,0,0,1,0,0,0,0,0,16.483434677124,9.12038803100586,4.67749071121216,14.2472925186157,1.15430414676666,4,4,3.5,0,37,37,NA,1,1,37,0,4
"CHN","China",1995,4,83,0,0,0,0,0,0,0,0,1.42999994754791,0,0,1,0,0,0,191,191,31.3999996185303,38.8075828552246,14.6135492324829,5.49269151687622,18.3157615661621,48.5,44.9000015258789,0,0,1,0,0,0,0,0,0,1,20.9096260070801,7.52248287200928,5.9306526184082,16.8129405975342,-0.361229747533798,4.33333349227905,2,3.16666674613953,0,38,38,NA,1,1,38,0,4
"CIV","Cote d'Ivoire",1995,3,63,1,0,0,1,0,0,0,5.32000017166138,38.6699981689453,18.5,0,0,1,0,0,169,169,41.4000015258789,76.2023468017578,20.5159893035889,-99.7208938598633,20.3397445678711,18.337007522583,150.899993896484,0,0,0,0,0,0,0,1,0,1,16.5222835540771,7.4484543800354,7.50461196899414,12.1441974639893,-0.898466408252716,2.33333325386047,2.33333325386047,3.33333325386047,0,39,39,NA,1,1,39,0,4
"CMR","Cameroon",1995,3,78,0,0,1,1,0,0,0,17.5,21.7800006866455,35,0,0,1,0,0,184,184,45.2999992370605,41.3691253662109,5.71925497055054,23.3608741760254,9.60698509216309,54.8680953979492,152.600006103516,0,0,0,0,0,0,0,1,0,1,16.4584465026855,7.40219402313232,5.58086109161377,11.5129251480103,-1.14665830135345,2.16666674613953,2.33333325386047,2.5,0,40,40,NA,1,1,40,0,4
"COG","Congo, Rep.",1995,2,53,NA,NA,0,1,0,0,0,24.3799991607666,1.76999998092651,53.9000015258789,0,0,1,0,0,187,169,56.4000015258789,128.309036254883,11.9970264434814,-110.73412322998,11.7765045166016,17.9494400024414,109.699996948242,1,0,0,0,0,0,0,1,0,1,14.8388233184814,8.04579925537109,4.8644528388977,10.5186729431152,-1.50577127933502,2,2,2.5,0,41,41,NA,1,1,41,0,4
"COL","Colombia",1995,0,48,0,0,0,0,1,0,0,0,0,96.5999984741211,0,0,1,0,0,64,64,70.5,35.4972305297852,6.80000066757202,238.67936706543,11.3000001907349,21.1918277740479,31.1000003814697,1,0,0,0,1,0,0,0,0,0,17.4116992950439,8.82465648651123,4.64727115631104,14.1752805709839,-0.762881636619568,4.66666650772095,3.5,3.83333325386047,0,42,42,NA,1,1,42,0,4
"COM","Comoros",1995,NA,61.819766998291,NA,NA,0,0,1,0,0,11.821494102478,8.60223770141602,6.93582201004028,1,0,0,0,0,192,192,28.2999992370605,64.3298187255859,15.1441431045532,-51.0166091918945,14.6577405929565,37.8449363708496,120.300003051758,0,0,0,0,0,0,0,1,1,0,13.0943603515625,7.02940797805786,0.900016069412231,10.043249130249,-1.28470098972321,1.81782329082489,0.438232034444809,1.92344629764557,0,43,43,NA,1,1,43,0,4
"CPV","Cape Verde",1995,0,26.3562927246094,NA,NA,1,1,0,0,0,23.8057098388672,22.7791976928711,17.3048305511475,1,0,0,0,0,174,174,48.7999992370605,78.2831344604492,7.51694250106812,264.158416748047,5.19556045532227,45.7505531311035,50.7000007629395,1,0,0,0,0,0,0,1,0,1,12.8947048187256,7.51623773574829,0.551545560359955,10.2399597167969,0.833037495613098,5.94586086273193,3.45763301849365,3.26355481147766,0,44,44,NA,1,1,44,0,4
"CRI","Costa Rica",1995,2,21,1,0,0,0,1,0,0,0,0,90.5,0,0,1,0,0,125,125,55.7999992370605,77.9209213256836,4.56193685531616,-54.6099510192871,6.56174993515015,21.6000003814697,14.3999996185303,1,0,0,0,1,0,0,0,0,0,15.0621528625488,8.88283157348633,6.03452396392822,13.5734386444092,0.67662900686264,4.33333349227905,2.33333325386047,3.16666674613953,0.666666686534882,45,45,NA,1,1,45,0,4
"CUB","Cuba",1995,0,90,1,0,0,0,1,0,0,2.42000007629395,0,32,0,1,0,0,0,169,169,74.3000030517578,29.3084182739258,5.40000057220459,292.035583496094,13.0000038146973,25.1000003814697,10.6000003814697,0,0,0,0,1,0,0,0,0,0,16.2052021026611,7.56989908218384,3.54385352134705,13.5171041488647,-0.826626658439636,1.83333337306976,1.33333337306976,1,0,46,46,NA,1,1,46,0,4
"CYM","Cayman Islands",1995,NA,25.9770221710205,NA,NA,0,0,1,0,0,30.4032726287842,27.4036846160889,-36.5857315063477,0,0,0,0,0,121,121,100,126.807502746582,0.94091534614563,148.715866088867,-0.455861121416092,5.5600848197937,-103.724418640137,1,1,0,0,0,0,0,0,0,0,10.3930330276489,10.6475372314453,4.67281484603882,12.7966327667236,1.52053356170654,3.34323740005493,1.50913608074188,1.60177803039551,0.042866937816143,47,47,NA,1,1,47,0,4
"CYP","Cyprus",1995,4,24,1,0,0,0,0,0,0,0,22.0900001525879,1.29999995231628,1,0,0,0,0,137,137,68,100.103706359863,6.35837459564209,223.605133056641,11.064076423645,10.6999998092651,9.30000019073486,1,1,0,0,0,0,0,0,0,0,13.5028419494629,9.90866756439209,3.77963376045227,14.5574474334717,0.828410625457764,4.16666650772095,3.33333325386047,2.83333325386047,0.333333343267441,48,48,NA,1,1,48,0,4
"CZE","Czech Republic",1995,4,21,1,0,0,0,0,0,0,0.28999999165535,0,39.2000007629395,0,0,1,0,0,136,136,74.5999984741211,105.80509185791,3.40205454826355,144.120056152344,4.80711984634399,6.59999990463257,8.60000038146973,1,1,0,0,0,0,0,0,0,0,16.1506595611572,9.654953956604,6.05091190338135,15.0336818695068,0.847881972789764,4.66666650772095,4.16666650772095,3.83333325386047,0.600000023841858,49,49,NA,1,1,49,0,4
"DEU","Germany",1995,5,18,1,0,0,0,0,0,1,42.7599983215332,2.13000011444092,35,0,0,0,1,0,132,132,73.3000030517578,47.4402885437012,7.15455770492554,-5.45903539657593,9.43474864959717,3.20000004768372,6.40000009536743,1,1,0,0,0,0,0,0,0,0,18.2178535461426,10.234450340271,8.68882465362549,16.5133075714111,1.68822741508484,5,5,5,1,50,50,NA,1,1,50,0,4
"DJI","Djibouti",1995,1,58,0,0,0,1,0,0,0,28.3381843566895,97.7799987792969,6.69999980926514,0,0,0,0,0,192,192,79.6999969482422,90.3624420166016,13.0027151107788,102.753288269043,20.5259075164795,28.5684204101562,114.300003051758,0,0,0,0,0,1,0,0,0,1,13.3435821533203,7.6532769203186,4.80565881729126,9.95227813720703,-0.701427042484283,1.83333337306976,1.66666662693024,2.33333325386047,0,51,51,NA,1,1,51,0,4
"DMA","Dominica",1995,1,-6.30432939529419,NA,NA,1,0,0,0,0,17.0407161712646,18.8117294311523,74.0348968505859,1,0,1,0,0,0,0,69.4000015258789,114.222190856934,-3.15349674224854,199.162811279297,1.52966630458832,8.76280784606934,17.6000003814697,1,0,0,0,1,0,0,0,0,0,11.1982145309448,8.72920227050781,4.75347328186035,11.0020999908447,0.497746229171753,3.95206761360168,2.63334703445435,2.50593256950378,0.369751751422882,52,52,NA,1,1,52,0,4
"DNK","Denmark",1995,4,9,0,0,1,0,0,0,0,86.5199966430664,0,0.600000023841858,0,0,0,0,1,132,132,85,71.0762176513672,5.61350965499878,89.2943420410156,8.6464204788208,4.40000009536743,6.30000019073486,1,1,0,0,0,0,0,0,0,0,15.469539642334,10.2429285049438,5.46043634414673,14.568811416626,1.86016917228699,4.83333349227905,4.5,4.5,0.666666686534882,53,53,NA,1,1,53,0,4
"DOM","Dominican Republic",1995,3,35,1,0,0,0,1,0,0,6.40000009536743,0,96.5999984741211,0,0,1,0,0,182,130,57.7999992370605,75.0863647460938,10.1999969482422,59.7470169067383,26.2000007629395,14.6000003814697,45,1,0,0,0,1,0,0,0,0,0,15.9102916717529,8.38541984558105,5.67401027679443,14.389874458313,-0.540713429450989,3.33333325386047,3,3.33333325386047,1,54,54,NA,1,1,54,0,4
"DZA","Algeria",1995,1,99,0,0,0,0,0,0,0,0,99.9300003051758,0.5,0,0,1,0,0,183,183,56,55.1910057067871,26,138.873779296875,38.4000015258789,12.4673833847046,54.9000015258789,0,0,0,0,0,1,0,0,0,0,17.1571445465088,8.63606834411621,5.61312818527222,13.1615839004517,-1.19447779655457,2,1,1.66666662693024,0,55,55,NA,1,1,55,0,4
"ECU","Ecuador",1995,2,41,1,1,0,0,1,0,0,3.40000009536743,0,96.4000015258789,0,0,1,0,0,27,27,57.7999992370605,53.9859390258789,5.50000143051147,352.100708007812,8.80000114440918,6.19999980926514,41.7000007629395,1,0,0,0,1,0,0,0,0,1,16.2497177124023,8.63985252380371,4.36564302444458,12.9945297241211,-0.628464698791504,4.16666650772095,3.5,2.83333325386047,0,56,56,NA,1,1,56,0,4
"EGY","Egypt, Arab Rep.",1995,2,81,0,0,0,0,0,0,0,1,89,0.200000002980232,0,0,1,0,0,181,60,42.7999992370605,50.2450981140137,3.88388466835022,346.20654296875,24.6024513244629,34,64.9000015258789,0,0,0,0,0,1,0,0,0,1,17.97216796875,8.13317584991455,5.16820859909058,14.8701705932617,-0.062463603913784,2.33333325386047,1.33333337306976,2,0,57,57,NA,1,1,57,0,4
"ERI","Eritrea",1995,0,68,0,0,0,0,0,0,0,0,69.3199996948242,0,0,0,1,0,0,190,190,16.6000003814697,105.322631835938,5.21920490264893,160.134552001953,10.499927520752,81.003173828125,115.099998474121,0,0,0,0,0,0,0,1,1,0,14.9805679321289,6.6214542388916,2.46809959411621,12.660327911377,-0.210160061717033,2,1,1,0,58,58,NA,1,1,58,0,4
"ESP","Spain",1995,4,23,1,0,0,0,1,0,0,0,1.14999997615814,96.9000015258789,0,0,1,0,0,132,132,75.9000015258789,44.7662696838379,17.7670249938965,159.150039672852,30.790901184082,9,7,1,1,0,0,0,0,0,0,0,0,17.4889469146729,9.95258903503418,6.72106409072876,17.3685703277588,1.31303882598877,5,4.5,4,0,59,59,NA,1,1,59,0,4
"EST","Estonia",1995,3,25,1,0,0,0,0,0,0,13.8900003433228,0,2,0,0,1,0,0,132,132,70,143.772506713867,10.5,38.8812408447266,8.89999866485596,10.1999998092651,15.8999996185303,1,1,0,0,0,0,0,0,0,0,14.1780681610107,8.95853042602539,5.94542074203491,13.1806325912476,0.517946600914001,2.83333325386047,3.33333325386047,3.66666674613953,0.5,60,60,NA,1,1,60,0,4
"ETH","Ethiopia",1995,1,59,1,0,0,0,0,0,0,0,32.939998626709,0.699999988079071,0,0,1,0,0,190,190,13.8999996185303,25.4151077270508,12.0694122314453,66.816032409668,16.3736114501953,51.3753814697266,179.699996948242,0,0,0,0,0,0,0,1,1,0,17.8582611083984,6.18618440628052,7.05220174789429,11.5424842834473,-0.719059467315674,4,3,3.16666674613953,0,61,61,NA,1,1,61,0,4
"FIN","Finland",1995,3,15,1,0,0,0,0,0,0,85.1399993896484,0,0.100000001490116,0,0,0,0,1,132,132,61.4000015258789,65.516845703125,15.4135341644287,-20.5794715881348,15.0975399017334,8,5.09999990463257,1,1,0,0,0,0,0,0,0,0,15.4463186264038,9.99394798278809,4.1478853225708,15.2171592712402,1.95158112049103,4.5,3.83333325386047,4.66666650772095,0.16666667163372,62,62,NA,1,1,62,0,4
"FJI","Fiji",1995,1,56,0,0,1,0,0,0,0,0,7.80999994277954,9,1,0,0,0,0,94,94,45.5,118.138511657715,13.5264825820923,194.4287109375,18.1689910888672,13.041277885437,19,1,0,1,0,0,0,0,0,0,0,13.5514612197876,8.2158613204956,2.61739587783813,12.6698064804077,0.0508583188056946,3,1.5,2.25,0,63,63,NA,1,1,63,0,4
"FRA","France",1995,4,27,1,0,0,1,0,0,0,1.85000002384186,5.51000022888184,76.4000015258789,0,0,1,0,0,132,132,74.9000015258789,44.4106559753418,9.98003959655762,-11.486608505249,14.0547704696655,4.90000009536743,6.69999980926514,1,1,0,0,0,0,0,0,0,0,17.8732604980469,10.1354513168335,8.68225002288818,17.9104042053223,1.36976432800293,5,4.16666650772095,4.16666650772095,0.333333343267441,64,64,NA,1,1,64,0,4
